23,3,1,1,1
23,10,6,2,2
23,13,2,1,0
23,15,19,2,3
23,18,7,1,1
23,12,5,1,0
23,4,8,2,1
23,9,11,2,0
24,2,3,3,1
24,1,17,2,1
24,7,12,2,2
24,14,10,0,1
24,6,15,0,2
24,5,0,2,2
24,8,18,4,1
24,16,13,2,1
24,11,4,0,2
24,19,9,1,2
25,8,5,2,2
25,2,1,2,1
25,6,14,0,1
25,9,15,4,0
25,12,13,0,0
25,17,7,2,3
25,18,3,3,3
25,11,19,0,0
25,4,0,0,0
25,16,10,2,0
26,7,6,3,1
26,3,17,1,1
26,14,2,2,1
26,19,8,0,0
26,15,4,1,2
26,13,9,0,1
26,1,16,2,3
26,0,12,4,0
26,5,11,0,2
26,10,18,2,0
27,5,16,2,1
27,4,2,3,0
27,6,12,1,0
27,14,3,1,1
27,15,1,2,0
27,8,10,0,1
27,11,17,3,0
27,19,13,3,0
27,0,7,3,2
27,9,18,3,2
29,9,2,2,1
29,0,18,1,0
29,6,17,1,0
29,14,13,1,0
29,15,12,0,1
29,19,3,0,0
29,4,16,1,1
29,5,7,4,0
29,11,10,2,0
29,8,1,4,0
28,13,8,1,0
28,3,6,0,1
28,2,5,2,2
28,12,4,0,0
28,19,15,3,1
28,17,9,3,0
28,7,11,1,1
28,16,19,2,3
